一级字表	二级字表	三级字表
一		
丁		
七		
万		
丈		
三		
上		
下		
不		
与		
丐		
丑		
专		
且		
世		
丘		
丙		
业		
丛		
东		
丝		
丢		
两		
严		
丧		
个		
丫		
中		
丰		
串		
临		
丸		
丹		
为		
主		
丽		
举		
乃		
久		
么		
义		
之		
乌		
乍		
乎		
乏		
乐		
乒		
乓		
乔		
乖		
乘		
乙		
九		
乞		
也		
习		
乡		
书		
买		
乱		
乳		
乾		
了		
予		
争		
事		
二		
于		
亏		
云		
互		
五		
井		
亚		
些		
亡		
亢		
交		
亥		
亦		
产		
亩		
享		
京		
亭		
亮		
亲		
人		
亿		
什		
仁		
仅		
仆		
仇		
今		
介		
仍		
从		
仑		
仓		
仔		
他		
仗		
付		
仙		
代		
令		
以		
仪		
们		
仰		
仲		
件		
价		
任		
份		
仿		
企		
伊		
伍		
伏		
伐		
休		
众		
优		
伙		
会		
伞		
伟		
传		
伤		
伦		
伪		
伯		
估		
伴		
伶		
伸		
伺		
似		
佃		
但		
位		
低		
住		
佐		
佑		
体		
何		
余		
佛		
作		
你		
佣		
佩		
佳		
使		
侄		
侈		
例		
侍		
供		
依		
侠		
侣		
侥		
侦		
侧		
侨		
侮		
侯		
侵		
便		
促		
俄		
俊		
俏		
俐		
俗		
俘		
保		
信		
俩		
俭		
修		
俯		
俱		
俺		
倍		
倒		
倔		
倘		
候		
倚		
借		
倡		
倦		
债		
值		
倾		
假		
偎		
偏		
做		
停		
健		
偶		
偷		
偿		
傅		
傍		
储		
催		
傲		
傻		
像		
僚		
僧		
僵		
僻		
儒		
儿		
允		
元		
兄		
充		
兆		
先		
光		
克		
免		
兑		
兔		
党		
兜		
兢		
入		
全		
八		
公		
六		
兰		
共		
关		
兴		
兵		
其		
具		
典		
兹		
养		
兼		
兽		
冀		
内		
冈		
冉		
册		
再		
冒		
冗		
写		
军		
农		
冠		
冤		
冥		
冬		
冯		
冰		
冲		
决		
况		
冶		
冷		
冻		
净		
凄		
准		
凉		
凌		
减		
凑		
凛		
凝		
几		
凡		
凤		
凭		
凯		
凰		
凳		
凶		
凸		
凹		
出		
击		
函		
凿		
刀		
刁		
刃		
分		
切		
刊		
刑		
划		
列		
刘		
则		
刚		
创		
初		
删		
判		
刨		
利		
别		
刮		
到		
制		
刷		
券		
刹		
刺		
刻		
剂		
剃		
削		
前		
剑		
剔		
剖		
剥		
剧		
剩		
剪		
副		
割		
剿		
劈		
力		
劝		
办		
功		
加		
务		
劣		
动		
助		
努		
劫		
励		
劲		
劳		
势		
勃		
勇		
勉		
勋		
勒		
勘		
募		
勤		
勺		
勾		
勿		
匀		
包		
匆		
匈		
匕		
化		
北		
匙		
匠		
匣		
匪		
匹		
区		
医		
匾		
匿		
十		
千		
升		
午		
卉		
半		
华		
协		
卑		
卒		
卓		
单		
卖		
南		
博		
卜		
占		
卡		
卢		
卤		
卦		
卧		
卫		
卯		
印		
危		
即		
却		
卵		
卷		
卸		
卿		
厂		
厅		
历		
厉		
压		
厌		
厕		
厘		
厚		
原		
厢		
厦		
厨		
去		
县		
叁		
参		
又		
叉		
及		
友		
双		
反		
发		
叔		
取		
受		
变		
叙		
叛		
叠		
口		
古		
句		
另		
叨		
叩		
只		
叫		
召		
叭		
叮		
可		
台		
史		
右		
叶		
号		
司		
叹		
叼		
叽		
吁		
吃		
各		
吆		
合		
吉		
吊		
同		
名		
后		
吏		
吐		
向		
吓		
吕		
吗		
君		
吝		
吞		
吟		
吠		
否		
吧		
吨		
吩		
含		
听		
吭		
吮		
启		
吱		
吴		
吵		
吸		
吹		
吻		
吼		
吾		
呀		
呆		
呈		
告		
呐		
呕		
员		
呛		
呜		
呢		
周		
味		
呵		
呻		
呼		
命		
咄		
咋		
和		
咏		
咐		
咒		
咕		
咖		
咙		
咧		
咨		
咪		
咬		
咱		
咳		
咸		
咽		
哀		
品		
哄		
哆		
哇		
哈		
哉		
响		
哎		
哑		
哗		
哟		
哥		
哦		
哨		
哩		
哪		
哭		
哮		
哲		
哺		
哼		
唁		
唆		
唇		
唉		
唐		
唠		
唤		
唧		
唬		
售		
唯		
唱		
唾		
啃		
啄		
商		
啊		
啡		
啤		
啥		
啦		
啪		
啰		
啸		
啼		
喂		
善		
喇		
喉		
喊		
喘		
喜		
喝		
喧		
喳		
喷		
喻		
嗅		
嗓		
嗜		
嗡		
嗦		
嗽		
嘀		
嘉		
嘛		
嘱		
嘲		
嘴		
嘶		
嘹		
嘻		
嘿		
器		
噩		
噪		
嚎		
嚣		
嚷		
嚼		
囊		
囚		
四		
回		
因		
团		
囤		
园		
困		
囱		
围		
固		
国		
图		
圃		
圆		
圈		
土		
圣		
在		
地		
场		
圾		
址		
均		
坊		
坎		
坏		
坐		
坑		
块		
坚		
坛		
坝		
坟		
坠		
坡		
坤		
坦		
坪		
坯		
坷		
垂		
垃		
垄		
型		
垒		
垛		
垢		
垦		
垫		
垮		
埂		
埃		
埋		
城		
域		
埠		
培		
基		
堂		
堆		
堕		
堡		
堤		
堪		
堰		
堵		
塌		
塑		
塔		
塘		
塞		
填		
境		
墅		
墓		
墙		
增		
墟		
墨		
墩		
壁		
壤		
士		
壬		
壮		
声		
壳		
壶		
壹		
处		
备		
复		
夏		
夕		
外		
多		
夜		
够		
大		
天		
太		
夫		
夭		
央		
夯		
失		
头		
夷		
夸		
夹		
夺		
奇		
奈		
奉		
奋		
奏		
契		
奔		
奖		
套		
奠		
奢		
奥		
女		
奴		
奶		
奸		
她		
好		
如		
妃		
妄		
妆		
妇		
妈		
妒		
妓		
妖		
妙		
妥		
妨		
妮		
妹		
妻		
姆		
姊		
始		
姐		
姑		
姓		
委		
姚		
姜		
姥		
姨		
姻		
姿		
威		
娃		
娄		
娇		
娘		
娜		
娟		
娥		
娱		
娶		
婆		
婉		
婚		
婪		
婴		
婶		
婿		
媒		
媚		
媳		
嫁		
嫂		
嫉		
嫌		
嫩		
子		
孔		
孕		
字		
存		
孙		
孝		
孟		
季		
孤		
学		
孩		
孵		
孽		
宁		
它		
宅		
宇		
守		
安		
宋		
完		
宏		
宗		
官		
宙		
定		
宛		
宜		
宝		
实		
宠		
审		
客		
宣		
室		
宦		
宪		
宫		
宰		
害		
宴		
宵		
家		
容		
宽		
宾		
宿		
寂		
寄		
寅		
密		
寇		
富		
寒		
寓		
寝		
寞		
察		
寡		
寥		
寨		
寸		
对		
寺		
寻		
导		
寿		
封		
射		
将		
尉		
尊		
小		
少		
尔		
尖		
尘		
尚		
尝		
尤		
尧		
尬		
就		
尴		
尸		
尺		
尼		
尽		
尾		
尿		
局		
屁		
层		
居		
屈		
屉		
届		
屋		
屎		
屏		
屑		
展		
属		
屠		
屡		
履		
屯		
山		
屹		
屿		
岁		
岂		
岔		
岖		
岗		
岛		
岩		
岭		
岳		
岸		
峡		
峦		
峨		
峭		
峰		
峻		
崇		
崎		
崔		
崖		
崛		
崩		
崭		
嵌		
巅		
巍		
川		
州		
巡		
巢		
工		
左		
巧		
巨		
巩		
巫		
差		
己		
已		
巳		
巴		
巷		
巾		
币		
市		
布		
帅		
帆		
师		
希		
帐		
帕		
帖		
帘		
帚		
帜		
帝		
带		
席		
帮		
帷		
常		
帽		
幅		
幌		
幕		
幢		
干		
平		
年		
并		
幸		
幻		
幼		
幽		
广		
庄		
庆		
庇		
床		
序		
庐		
库		
应		
底		
店		
庙		
庚		
府		
庞		
废		
度		
座		
庭		
庵		
庶		
康		
庸		
廉		
廊		
廓		
延		
廷		
建		
开		
异		
弃		
弄		
弊		
式		
弓		
引		
弗		
弘		
弛		
弟		
张		
弥		
弦		
弧		
弯		
弱		
弹		
强		
归		
当		
录		
形		
彤		
彩		
彪		
彬		
彭		
彰		
影		
役		
彻		
彼		
往		
征		
径		
待		
很		
徊		
律		
徐		
徒		
得		
徘		
徙		
御		
循		
微		
德		
徽		
心		
必		
忆		
忌		
忍		
志		
忘		
忙		
忠		
忧		
快		
忱		
念		
忽		
忿		
怀		
态		
怎		
怒		
怔		
怕		
怖		
怜		
思		
怠		
怡		
急		
性		
怨		
怪		
怯		
总		
恃		
恋		
恍		
恐		
恒		
恕		
恢		
恤		
恨		
恩		
恬		
恭		
息		
恰		
恳		
恶		
恼		
悄		
悉		
悍		
悔		
悖		
悟		
悠		
患		
悦		
您		
悬		
悯		
悲		
悴		
悼		
情		
惊		
惋		
惑		
惕		
惜		
惟		
惠		
惦		
惧		
惨		
惩		
惫		
惭		
惯		
惰		
想		
惶		
惹		
愁		
愈		
愉		
意		
愕		
愚		
感		
愣		
愤		
愧		
愿		
慈		
慌		
慎		
慕		
慢		
慧		
慨		
慰		
慷		
憋		
憎		
憔		
憨		
憾		
懂		
懈		
懊		
懒		
懦		
戈		
戊		
戌		
戎		
戏		
成		
我		
戒		
或		
战		
戚		
截		
戳		
戴		
户		
房		
所		
扁		
扇		
手		
才		
扎		
扑		
扒		
打		
扔		
托		
扛		
扣		
执		
扩		
扫		
扬		
扭		
扮		
扯		
扰		
扳		
扶		
批		
扼		
找		
承		
技		
抄		
把		
抑		
抒		
抓		
投		
抖		
抗		
折		
抚		
抛		
抠		
抡		
抢		
护		
报		
披		
抬		
抱		
抵		
抹		
押		
抽		
拂		
拄		
担		
拆		
拇		
拉		
拌		
拍		
拎		
拐		
拒		
拓		
拔		
拖		
拗		
拘		
拙		
招		
拜		
拟		
拢		
拣		
拥		
拦		
拧		
拨		
择		
括		
拭		
拯		
拱		
拳		
拴		
拷		
拼		
拽		
拾		
拿		
持		
挂		
指		
按		
挎		
挑		
挖		
挚		
挟		
挠		
挡		
挣		
挤		
挥		
挨		
挪		
挫		
振		
挺		
挽		
捂		
捅		
捆		
捉		
捌		
捍		
捎		
捏		
捐		
捕		
捞		
损		
捡		
换		
捣		
捧		
据		
捶		
捷		
捺		
捻		
掀		
掂		
授		
掉		
掌		
掏		
掐		
排		
掘		
掠		
探		
接		
控		
推		
掩		
措		
掰		
掷		
掺		
揉		
揍		
描		
提		
插		
握		
揣		
揩		
揪		
揭		
援		
揽		
搀		
搁		
搂		
搅		
搏		
搓		
搔		
搜		
搞		
搬		
搭		
携		
摄		
摆		
摇		
摊		
摔		
摘		
摧		
摩		
摸		
摹		
撇		
撑		
撒		
撕		
撞		
撤		
撩		
撬		
播		
撮		
撰		
撵		
撼		
擂		
擅		
操		
擎		
擒		
擦		
攀		
支		
收		
改		
攻		
放		
政		
故		
效		
敌		
敏		
救		
教		
敛		
敞		
敢		
散		
敦		
敬		
数		
敲		
整		
敷		
文		
斋		
斌		
斑		
斗		
料		
斜		
斟		
斤		
斥		
斧		
斩		
断		
斯		
新		
方		
施		
旁		
旅		
旋		
族		
旗		
无		
既		
日		
旦		
旧		
旨		
早		
旬		
旭		
旱		
时		
旷		
旺		
昂		
昆		
昌		
明		
昏		
易		
昔		
星		
映		
春		
昧		
昨		
昭		
是		
昼		
显		
晃		
晋		
晌		
晒		
晓		
晕		
晚		
晦		
晨		
普		
景		
晰		
晴		
晶		
智		
晾		
暂		
暇		
暑		
暖		
暗		
暮		
暴		
曙		
曝		
曰		
曲		
更		
曹		
曼		
曾		
替		
最		
月		
有		
朋		
服		
朗		
望		
朝		
期		
朦		
木		
未		
末		
本		
术		
朱		
朴		
朵		
机		
朽		
杀		
杂		
权		
杆		
杉		
李		
杏		
材		
村		
杖		
杜		
束		
杠		
条		
来		
杨		
杭		
杯		
杰		
松		
板		
极		
构		
枉		
析		
枕		
林		
枚		
果		
枝		
枢		
枣		
枪		
枫		
枯		
架		
柄		
柏		
某		
柑		
柒		
染		
柔		
柜		
柠		
查		
柬		
柱		
柳		
柴		
柿		
栅		
标		
栈		
栋		
栏		
树		
栓		
栖		
栗		
校		
株		
样		
核		
根		
格		
栽		
桂		
桃		
框		
案		
桌		
桐		
桑		
桔		
档		
桥		
桦		
桨		
桩		
桶		
梁		
梅		
梆		
梗		
梢		
梦		
梧		
梨		
梭		
梯		
械		
梳		
检		
棉		
棋		
棍		
棒		
棕		
棘		
棚		
棠		
森		
棱		
棵		
棺		
椅		
植		
椎		
椒		
椭		
椰		
椿		
楚		
楷		
楼		
概		
榄		
榆		
榔		
榕		
榜		
榨		
榴		
槐		
槛		
槽		
樟		
模		
横		
樱		
橄		
橘		
橙		
橡		
橱		
檀		
檐		
檬		
欠		
次		
欢		
欣		
欧		
欲		
欺		
款		
歇		
歉		
歌		
止		
正		
此		
步		
武		
歧		
歪		
歹		
死		
歼		
殃		
殉		
殊		
残		
殖		
殴		
段		
殷		
殿		
毁		
毅		
母		
每		
毒		
比		
毕		
毙		
毛		
毡		
毫		
毯		
氏		
民		
氓		
气		
氛		
氢		
氧		
氨		
氮		
氯		
水		
永		
汁		
求		
汇		
汉		
汗		
汛		
汝		
汞		
江		
池		
污		
汤		
汪		
汰		
汹		
汽		
沁		
沃		
沈		
沉		
沐		
沙		
沛		
沟		
没		
沥		
沦		
沧		
沪		
沫		
沮		
河		
沸		
油		
治		
沼		
沽		
沾		
沿		
泄		
泉		
泊		
泌		
法		
泛		
泞		
泡		
波		
泣		
泥		
注		
泪		
泰		
泳		
泵		
泻		
泼		
泽		
洁		
洋		
洒		
洗		
洛		
洞		
津		
洪		
洲		
活		
洼		
洽		
派		
流		
浅		
浆		
浇		
浊		
测		
济		
浏		
浑		
浓		
浙		
浦		
浩		
浪		
浮		
浴		
海		
浸		
涂		
消		
涉		
涌		
涕		
涛		
涝		
涡		
涣		
涤		
润		
涧		
涨		
涩		
涮		
涯		
液		
涵		
淀		
淆		
淋		
淌		
淑		
淘		
淡		
淤		
淫		
淮		
深		
淳		
混		
淹		
添		
清		
渊		
渐		
渔		
渗		
渝		
渠		
渡		
渣		
渤		
温		
港		
渲		
渴		
游		
渺		
湃		
湖		
湘		
湾		
湿		
溃		
溅		
溉		
源		
溜		
溢		
溪		
溯		
溶		
溺		
滇		
滋		
滑		
滔		
滚		
滞		
满		
滤		
滥		
滨		
滩		
滴		
漂		
漆		
漏		
漓		
演		
漠		
漫		
漱		
漾		
潇		
潘		
潜		
潭		
潮		
澄		
澈		
澎		
澜		
澡		
澳		
激		
濒		
瀑		
灌		
火		
灭		
灯		
灰		
灵		
灶		
灸		
灼		
灾		
灿		
炉		
炊		
炎		
炒		
炕		
炫		
炬		
炭		
炮		
炸		
点		
炼		
烁		
烂		
烈		
烘		
烙		
烛		
烟		
烤		
烦		
烧		
烫		
热		
烹		
焉		
焊		
焕		
焚		
焦		
焰		
然		
煌		
煎		
煞		
煤		
照		
煮		
煽		
熄		
熊		
熏		
熔		
熙		
熟		
熬		
燃		
燕		
燥		
爆		
爪		
爬		
爱		
爵		
父		
爷		
爸		
爹		
爽		
片		
版		
牌		
牙		
牛		
牡		
牢		
牧		
物		
牲		
牵		
特		
牺		
犀		
犁		
犬		
犯		
状		
犹		
狂		
狈		
狐		
狗		
狞		
狠		
狡		
独		
狭		
狮		
狰		
狱		
狸		
狼		
猎		
猖		
猛		
猜		
猩		
猪		
猫		
猬		
献		
猴		
猾		
猿		
玄		
率		
玉		
王		
玖		
玛		
玩		
玫		
环		
现		
玲		
玷		
玻		
珊󠄁		
珍		
珠		
班		
球		
琅		
理		
琉		
琐		
琢		
琳		
琴		
琼		
瑙		
瑞		
瑟		
瑰		
璃		
璧		
瓜		
瓢		
瓣		
瓤		
瓦		
瓶		
瓷		
甘		
甚		
甜		
生		
甥		
用		
甩		
甫		
田		
由		
甲		
申		
电		
男		
甸		
画		
畅		
界		
畏		
畔		
留		
畜		
略		
番		
畴		
畸		
疆		
疏		
疑		
疗		
疙		
疚		
疟		
疤		
疫		
疮		
疯		
疲		
疹		
疼		
疾		
病		
症		
痊		
痒		
痕		
痘		
痛		
痢		
痪		
痰		
痴		
痹		
瘟		
瘤		
瘦		
瘩		
瘪		
瘫		
瘸		
瘾		
癌		
癣		
癸		
登		
白		
百		
皂		
的		
皆		
皇		
皓		
皖		
皮		
皱		
皿		
盆		
盈		
益		
盏		
盐		
监		
盒		
盔		
盖		
盗		
盘		
盛		
盟		
目		
盯		
盲		
直		
相		
盹		
盼		
盾		
省		
眉		
看		
真		
眠		
眨		
眯		
眶		
眷		
眼		
着		
睁		
睐		
睛		
睡		
督		
睦		
睫		
睬		
睹		
瞄		
瞅		
瞎		
瞒		
瞧		
瞩		
瞪		
瞬		
瞭		
瞳		
瞻		
矗		
矛		
矢		
矣		
知		
矩		
矫		
短		
矮		
石		
矾		
矿		
码		
砂		
砌		
砍		
研		
砖		
砚		
砰		
破		
砸		
砾		
础		
硅		
硕		
硝		
硫		
硬		
确		
碌		
碍		
碎		
碑		
碗		
碘		
碟		
碧		
碰		
碱		
碳		
碾		
磁		
磅		
磊		
磕		
磨		
磷		
礁		
示		
礼		
社		
祀		
祈		
祖		
祝		
神		
祟		
祠		
祥		
票		
祭		
祷		
祸		
禀		
禁		
禄		
禅		
福		
禹		
离		
禽		
禾		
秀		
私		
秃		
秆		
秉		
秋		
种		
科		
秒		
秘		
租		
秤		
秦		
秧		
秩		
积		
称		
秸		
移		
秽		
稀		
程		
稍		
税		
稚		
稠		
稳		
稻		
稼		
稽		
稿		
穆		
穗		
穴		
究		
穷		
空		
穿		
突		
窃		
窄		
窍		
窑		
窒		
窖		
窗		
窘		
窜		
窝		
窟		
窥		
窿		
立		
竖		
站		
竞		
竟		
章		
竣		
童		
竭		
端		
竹		
竿		
笋		
笑		
笔		
笙		
笛		
符		
笨		
第		
笼		
等		
筋		
筏		
筐		
筑		
筒		
答		
策		
筛		
筝		
筷		
筹		
签		
简		
箕		
算		
管		
箩		
箫		
箭		
箱		
篇		
篓		
篡		
篮		
篱		
篷		
簇		
簧		
簸		
簿		
籍		
米		
类		
籽		
粉		
粒		
粗		
粘		
粟		
粤		
粥		
粪		
粮		
粱		
粹		
精		
糊		
糕		
糖		
糙		
糟		
糠		
糯		
系		
紊		
素		
索		
紧		
紫		
累		
絮		
繁		
纠		
红		
纤		
约		
级		
纪		
纫		
纬		
纯		
纱		
纲		
纳		
纵		
纷		
纸		
纹		
纺		
纽		
线		
练		
组		
绅		
细		
织		
终		
绊		
绍		
绎		
经		
绑		
绒		
结		
绕		
绘		
给		
绚		
络		
绝		
绞		
统		
绢		
绣		
继		
绩		
绪		
续		
绰		
绳		
维		
绵		
绷		
绸		
综		
绽		
绿		
缀		
缅		
缆		
缉		
缎		
缓		
缔		
缕		
编		
缘		
缚		
缝		
缠		
缤		
缩		
缭		
缰		
缴		
缸		
缺		
罐		
网		
罕		
罗		
罚		
罢		
罩		
罪		
置		
署		
羊		
美		
羔		
羚		
羞		
羡		
群		
羹		
羽		
翁		
翅		
翔		
翘		
翠		
翩		
翰		
翻		
翼		
耀		
老		
考		
者		
而		
耍		
耐		
耕		
耗		
耘		
耙		
耳		
耸		
耻		
耽		
耿		
聂		
聆		
聊		
聋		
职		
联		
聘		
聚		
聪		
肃		
肆		
肇		
肉		
肋		
肌		
肖		
肘		
肚		
肛		
肝		
肠		
股		
肢		
肤		
肥		
肩		
肪		
肮		
肯		
育		
肴		
肺		
肾		
肿		
胀		
胁		
胃		
胆		
背		
胎		
胖		
胚		
胜		
胞		
胡		
胧		
胰		
胳		
胶		
胸		
能		
脂		
脆		
脉		
脊		
脏		
脐		
脑		
脓		
脖		
脚		
脯		
脱		
脸		
脾		
腊		
腋		
腐		
腔		
腕		
腥		
腮		
腰		
腹		
腺		
腻		
腾		
腿		
膀		
膊		
膏		
膛		
膜		
膝		
膨		
臀		
臂		
臊		
臣		
自		
臭		
至		
致		
臼		
舀		
舅		
舆		
舌		
舍		
舒		
舔		
舞		
舟		
航		
般		
舰		
舱		
舵		
舶		
船		
艇		
艘		
良		
艰		
色		
艳		
艺		
艾		
节		
芋		
芒		
芙		
芜		
芝		
芥		
芦		
芬		
芭		
芯		
花		
芳		
芹		
芽		
苇		
苍		
苏		
苑		
苔		
苗		
苛		
苞		
苟		
若		
苦		
英		
苹		
茁		
茂		
范		
茄		
茅		
茉		
茎		
茧		
茫		
茬		
茵		
茶		
茸		
荆		
草		
荐		
荒		
荔		
荡		
荣		
荤		
荧		
荫		
药		
荷		
莉		
莫		
莱		
莲		
获		
莹		
莺		
莽		
菇		
